4NEC2 Output file:,/home/joea/.wine/drive_c/4nec2/out/owa_yagi_6el_circ.out
Zo:,50

THETA,PHI,VERT.,HOR.,TOTAL,AXIAL,TILT,SENSE,MAGNITUDE,PHASE,MAGNITUDE,PHASE
DEGREES,DEGREES,DB,DB,DB,RATIO,DEG.,VOLTS/M,DEGREES,VOLTS/M,DEGREES
-130.00,210.00,-0.58,-1.52,1.99,0.39246,-40.79,RIGHT,7.24997E-01,-147.14,6.50980E-01,76.03
-125.00,210.00,0.85,-0.34,3.30,0.44570,-39.11,RIGHT,8.54964E-01,-124.93,7.45304E-01,103.72
-120.00,210.00,2.05,0.62,4.41,0.49750,-37.11,RIGHT,9.82173E-01,-102.98,8.32364E-01,130.97
-115.00,210.00,3.05,1.39,5.31,0.54601,-34.75,RIGHT,1.10153E+00,-81.09,9.09466E-01,157.86
-110.00,210.00,3.85,1.99,6.03,0.58956,-32.07,RIGHT,1.20777E+00,-59.17,9.74634E-01,-175.64
-105.00,210.00,4.46,2.44,6.58,0.62716,-29.16,RIGHT,1.29550E+00,-37.24,1.02648E+00,-149.61
-100.00,210.00,4.88,2.75,6.95,0.65888,-26.25,RIGHT,1.35950E+00,-15.36,1.06406E+00,-124.17
-95.00,210.00,5.10,2.93,7.16,0.68598,-23.59,RIGHT,1.39517E+00,6.34,1.08682E+00,-99.46
-90.00,210.00,5.13,2.99,7.20,0.71068,-21.47,RIGHT,1.39909E+00,27.70,1.09444E+00,-75.64
-85.00,210.00,4.94,2.93,7.06,0.73567,-20.14,RIGHT,1.36943E+00,48.51,1.08682E+00,-52.89
-80.00,210.00,4.53,2.75,6.74,0.76353,-19.91,RIGHT,1.30640E+00,68.54,1.06406E+00,-31.38
-75.00,210.00,3.88,2.44,6.23,0.79622,-21.29,RIGHT,1.21239E+00,87.53,1.02648E+00,-11.31
-70.00,210.00,2.98,1.99,5.52,0.83387,-25.47,RIGHT,1.09201E+00,105.20,9.74633E-01,7.12
-65.00,210.00,1.78,1.39,4.60,0.87014,-35.38,RIGHT,9.51855E-01,121.20,9.09464E-01,23.69
-60.00,210.00,0.27,0.62,3.46,0.87933,-54.00,RIGHT,8.00076E-01,135.15,8.32362E-01,38.16
-55.00,210.00,-1.59,-0.34,2.09,0.83411,-71.26,RIGHT,6.45749E-01,146.55,7.45301E-01,50.22
-50.00,210.00,-3.84,-1.52,0.48,0.75322,-80.66,RIGHT,4.98072E-01,154.77,6.50977E-01,59.51
-45.00,210.00,-6.53,-2.93,-1.36,0.65798,-86.07,RIGHT,3.65451E-01,158.90,5.52968E-01,65.52
-40.00,210.00,-9.67,-4.61,-3.43,0.55820,-89.87,RIGHT,2.54532E-01,157.64,4.55984E-01,67.48
-35.00,210.00,-13.22,-6.51,-5.67,0.45914,87.03,RIGHT,1.69204E-01,149.14,3.66299E-01,64.23
-30.00,210.00,-16.98,-8.47,-7.90,0.36234,84.34,RIGHT,1.09764E-01,130.97,2.92381E-01,54.22
-25.00,210.00,-20.45,-10.02,-9.65,0.26383,81.72,RIGHT,7.35945E-02,99.94,2.44467E-01,36.61
-20.00,210.00,-22.18,-10.60,-10.30,0.16403,78.33,RIGHT,6.03505E-02,54.37,2.28920E-01,13.98
-15.00,210.00,-20.60,-10.21,-9.83,0.08155,73.76,RIGHT,7.23748E-02,8.72,2.39386E-01,-8.29
-10.00,210.00,-17.66,-9.46,-8.84,0.02924,68.79,RIGHT,1.01542E-01,-22.85,2.60987E-01,-27.81
-5.00,210.00,-15.07,-8.79,-7.87,0.00422,64.11,RIGHT,1.36766E-01,-44.86,2.81771E-01,-45.47
0.00,210.00,-13.14,-8.37,-7.12,0.00000,60.00,LINEAR,1.70706E-01,-62.74,2.95671E-01,-62.74
-180.00,215.00,-11.95,-8.86,-7.12,0.00000,-55.00,LINEAR,1.95824E-01,-57.11,2.79665E-01,122.89
-175.00,215.00,-11.27,-9.25,-7.13,0.00300,-51.61,RIGHT,2.11883E-01,-39.20,2.67377E-01,141.15
-170.00,215.00,-10.96,-9.86,-7.37,0.01851,-48.60,RIGHT,2.19543E-01,-18.61,2.49016E-01,163.53
-165.00,215.00,-10.89,-10.59,-7.73,0.04511,-46.01,RIGHT,2.21264E-01,6.01,2.29145E-01,-168.82
-160.00,215.00,-10.74,-11.07,-7.89,0.08192,-43.89,RIGHT,2.25075E-01,35.57,2.16650E-01,-135.05
-155.00,215.00,-10.04,-10.81,-7.40,0.12542,-42.39,RIGHT,2.43962E-01,69.02,2.23346E-01,-96.62
-150.00,215.00,-8.58,-9.61,-6.05,0.16923,-41.39,RIGHT,2.88844E-01,102.67,2.56394E-01,-57.98
-145.00,215.00,-6.64,-7.88,-4.21,0.21147,-40.52,RIGHT,3.61014E-01,133.37,3.12761E-01,-22.49
-140.00,215.00,-4.64,-6.10,-2.30,0.25428,-39.55,RIGHT,4.54419E-01,160.70,3.84279E-01,9.67
-135.00,215.00,-2.80,-4.47,-0.55,0.29885,-38.44,RIGHT,5.61532E-01,-174.40,4.63337E-01,39.58
-130.00,215.00,-1.19,-3.07,0.98,0.34486,-37.14,RIGHT,6.75759E-01,-150.97,5.44168E-01,68.14
-125.00,215.00,0.18,-1.91,2.27,0.39123,-35.64,RIGHT,7.91559E-01,-128.36,6.22486E-01,95.93
-120.00,215.00,1.33,-0.95,3.35,0.43653,-33.90,RIGHT,9.04023E-01,-106.16,6.95082E-01,123.20
-115.00,215.00,2.28,-0.18,4.24,0.47933,-31.92,RIGHT,1.00847E+00,-84.13,7.59561E-01,150.07
-110.00,215.00,3.04,0.43,4.94,0.51847,-29.76,RIGHT,1.10021E+00,-62.18,8.14174E-01,176.53
-105.00,215.00,3.61,0.88,5.46,0.55338,-27.51,RIGHT,1.17455E+00,-40.29,8.57687E-01,-157.48
-100.00,215.00,3.99,1.19,5.82,0.58431,-25.33,RIGHT,1.22697E+00,-18.52,8.89270E-01,-132.07
-95.00,215.00,4.17,1.38,6.01,0.61232,-23.39,RIGHT,1.25357E+00,3.01,9.08406E-01,-107.39
-90.00,215.00,4.16,1.44,6.02,0.63919,-21.86,RIGHT,1.25149E+00,24.15,9.14813E-01,-83.57
-85.00,215.00,3.93,1.38,5.85,0.66705,-20.92,RIGHT,1.21936E+00,44.70,9.08405E-01,-60.81
-80.00,215.00,3.48,1.19,5.50,0.69815,-20.79,RIGHT,1.15767E+00,64.41,8.89270E-01,-39.28
-75.00,215.00,2.79,0.88,4.95,0.73452,-21.79,RIGHT,1.06890E+00,83.02,8.57686E-01,-19.18
-70.00,215.00,1.83,0.43,4.20,0.77740,-24.65,RIGHT,9.57556E-01,100.21,8.14173E-01,-0.71
-65.00,215.00,0.59,-0.18,3.23,0.82484,-31.16,RIGHT,8.29900E-01,115.64,7.59559E-01,15.90
-60.00,215.00,-0.97,-0.95,2.05,0.86213,-45.44,RIGHT,6.93522E-01,128.85,6.95079E-01,30.38
-55.00,215.00,-2.88,-1.91,0.65,0.84852,-66.54,RIGHT,5.56724E-01,139.30,6.22483E-01,42.43
-50.00,215.00,-5.17,-3.07,-0.98,0.77559,-80.84,RIGHT,4.27746E-01,146.25,5.44165E-01,51.63
-45.00,215.00,-7.85,-4.47,-2.83,0.67703,-88.44,RIGHT,3.13893E-01,148.68,4.63335E-01,57.43
-40.00,215.00,-10.92,-6.10,-4.86,0.57158,86.75,RIGHT,2.20611E-01,145.20,3.84276E-01,59.02
-35.00,215.00,-14.24,-7.88,-6.98,0.46684,83.14,RIGHT,1.50547E-01,133.99,3.12760E-01,55.23
-30.00,215.00,-17.52,-9.61,-8.96,0.36385,80.16,RIGHT,1.03141E-01,112.92,2.56395E-01,44.79
-25.00,215.00,-20.10,-10.81,-10.33,0.25842,77.22,RIGHT,7.66757E-02,79.75,2.23349E-01,27.67
-20.00,215.00,-20.53,-11.07,-10.61,0.15566,73.36,RIGHT,7.29173E-02,37.26,2.16654E-01,7.08
-15.00,215.00,-18.53,-10.59,-9.94,0.07539,68.52,RIGHT,9.17939E-02,-0.12,2.29150E-01,-12.66
-10.00,215.00,-15.90,-9.86,-8.90,0.02634,63.50,RIGHT,1.24311E-01,-26.44,2.49021E-01,-30.22
-5.00,215.00,-13.64,-9.25,-7.90,0.00358,58.92,RIGHT,1.61144E-01,-46.05,2.67381E-01,-46.52
0.00,215.00,-11.95,-8.86,-7.12,0.00000,55.00,LINEAR,1.95825E-01,-62.74,2.79668E-01,-62.74
-180.00,220.00,-10.96,-9.44,-7.12,0.00000,-50.00,LINEAR,2.19453E-01,-57.11,2.61534E-01,122.89
-175.00,220.00,-10.36,-9.80,-7.06,0.00237,-46.85,RIGHT,2.35205E-01,-40.29,2.50934E-01,139.98
-170.00,220.00,-10.09,-10.36,-7.21,0.01547,-44.11,RIGHT,2.42582E-01,-20.92,2.35131E-01,160.85
-165.00,220.00,-10.06,-11.04,-7.51,0.03786,-41.74,RIGHT,2.43543E-01,2.04,2.17391E-01,-173.60
-160.00,220.00,-10.03,-11.60,-7.73,0.06881,-39.79,RIGHT,2.44454E-01,29.40,2.03939E-01,-142.59
-155.00,220.00,-9.62,-11.62,-7.50,0.10628,-38.33,RIGHT,2.55983E-01,60.77,2.03465E-01,-106.77
-150.00,220.00,-8.58,-10.83,-6.55,0.14545,-37.34,RIGHT,2.88670E-01,93.59,2.22824E-01,-69.28
-145.00,220.00,-7.00,-9.43,-5.04,0.18314,-36.55,RIGHT,3.46100E-01,124.79,2.61917E-01,-33.60
-140.00,220.00,-5.24,-7.82,-3.33,0.22026,-35.72,RIGHT,4.24220E-01,153.13,3.15150E-01,-0.84
-135.00,220.00,-3.53,-6.28,-1.68,0.25826,-34.76,RIGHT,5.16069E-01,179.00,3.76112E-01,29.58
-130.00,220.00,-2.01,-4.93,-0.22,0.29730,-33.64,RIGHT,6.14990E-01,-156.79,4.39626E-01,58.47
-125.00,220.00,-0.70,-3.78,1.04,0.33670,-32.35,RIGHT,7.15347E-01,-133.60,5.01831E-01,86.44
-120.00,220.00,0.41,-2.83,2.09,0.37542,-30.90,RIGHT,8.12291E-01,-110.97,5.59873E-01,113.79
-115.00,220.00,1.31,-2.06,2.95,0.41245,-29.30,RIGHT,9.01400E-01,-88.66,6.11650E-01,140.69
-110.00,220.00,2.02,-1.46,3.63,0.44704,-27.62,RIGHT,9.78439E-01,-66.53,6.55633E-01,167.14
-105.00,220.00,2.55,-1.00,4.13,0.47891,-25.93,RIGHT,1.03931E+00,-44.56,6.90750E-01,-166.89
-100.00,220.00,2.88,-0.69,4.46,0.50840,-24.33,RIGHT,1.08019E+00,-22.80,7.16276E-01,-141.50
-95.00,220.00,3.02,-0.50,4.62,0.53645,-22.95,RIGHT,1.09790E+00,-1.34,7.31756E-01,-116.83
-90.00,220.00,2.96,-0.44,4.60,0.56450,-21.91,RIGHT,1.09020E+00,19.66,7.36941E-01,-93.02
-85.00,220.00,2.69,-0.50,4.39,0.59434,-21.34,RIGHT,1.05626E+00,39.99,7.31755E-01,-70.26
-80.00,220.00,2.18,-0.69,3.99,0.62796,-21.37,RIGHT,9.96900E-01,59.41,7.16275E-01,-48.71
-75.00,220.00,1.44,-1.00,3.40,0.66743,-22.24,RIGHT,9.14727E-01,77.65,6.90749E-01,-28.58
-70.00,220.00,0.42,-1.46,2.60,0.71459,-24.43,RIGHT,8.14095E-01,94.37,6.55632E-01,-10.09
-65.00,220.00,-0.88,-2.06,1.58,0.76991,-29.02,RIGHT,7.00855E-01,109.17,6.11648E-01,6.52
-60.00,220.00,-2.49,-2.83,0.35,0.82703,-39.06,RIGHT,5.81917E-01,121.57,5.59871E-01,20.98
-55.00,220.00,-4.45,-3.78,-1.09,0.85217,-59.48,RIGHT,4.64655E-01,130.94,5.01829E-01,32.94
-50.00,220.00,-6.76,-4.93,-2.74,0.79864,-79.87,RIGHT,3.56177E-01,136.45,4.39623E-01,41.96
-45.00,220.00,-9.41,-6.28,-4.56,0.69790,89.41,RIGHT,2.62508E-01,136.99,3.76110E-01,47.43
-40.00,220.00,-12.32,-7.82,-6.50,0.58554,83.37,RIGHT,1.87697E-01,131.18,3.15148E-01,48.51
-35.00,220.00,-15.31,-9.43,-8.43,0.47345,79.25,RIGHT,1.33069E-01,117.41,2.61916E-01,44.13
-30.00,220.00,-18.00,-10.83,-10.07,0.36202,75.97,RIGHT,9.76085E-02,94.05,2.22825E-01,33.49
-25.00,220.00,-19.60,-11.62,-10.98,0.24863,72.59,RIGHT,8.11901E-02,60.39,2.03468E-01,17.52
-20.00,220.00,-19.05,-11.60,-10.88,0.14438,68.22,RIGHT,8.65157E-02,22.71,2.03943E-01,-0.45
-15.00,220.00,-16.87,-11.04,-10.04,0.06791,63.12,RIGHT,1.11118E-01,-7.84,2.17395E-01,-17.44
-10.00,220.00,-14.48,-10.36,-8.94,0.02303,58.12,RIGHT,1.46332E-01,-29.96,2.35135E-01,-32.90
-5.00,220.00,-12.48,-9.80,-7.92,0.00290,53.70,RIGHT,1.84319E-01,-47.34,2.50937E-01,-47.69
0.00,220.00,-10.96,-9.44,-7.12,0.00000,50.00,LINEAR,2.19455E-01,-62.74,2.61536E-01,-62.74
-180.00,225.00,-10.13,-10.13,-7.12,0.00000,-45.00,LINEAR,2.41412E-01,-57.11,2.41412E-01,122.89
-175.00,225.00,-9.59,-10.46,-6.99,0.00176,-42.12,RIGHT,2.57154E-01,-41.51,2.32516E-01,138.69
-170.00,225.00,-9.33,-10.97,-7.06,0.01251,-39.64,RIGHT,2.64747E-01,-23.51,2.19309E-01,157.95
-165.00,225.00,-9.30,-11.60,-7.29,0.03088,-37.51,RIGHT,2.65639E-01,-2.35,2.04011E-01,-178.69
-160.00,225.00,-9.34,-12.18,-7.52,0.05621,-35.73,RIGHT,2.64553E-01,22.64,1.90720E-01,-150.58
-155.00,225.00,-9.17,-12.43,-7.49,0.08743,-34.33,RIGHT,2.69593E-01,51.44,1.85304E-01,-117.85
-150.00,225.00,-8.54,-12.06,-6.95,0.12147,-33.35,RIGHT,2.89891E-01,82.61,1.93371E-01,-82.36
-145.00,225.00,-7.40,-11.07,-5.85,0.15485,-32.62,RIGHT,3.30692E-01,113.67,2.16723E-01,-47.07
-140.00,225.00,-5.95,-9.74,-4.44,0.18694,-31.93,RIGHT,3.90719E-01,142.82,2.52525E-01,-13.83
-135.00,225.00,-4.45,-8.36,-2.97,0.21882,-31.15,RIGHT,4.64552E-01,169.76,2.96014E-01,17.20
-130.00,225.00,-3.05,-7.09,-1.60,0.25116,-30.23,RIGHT,5.45951E-01,-165.06,3.42791E-01,46.58
-125.00,225.00,-1.81,-5.98,-0.40,0.28377,-29.19,RIGHT,6.29306E-01,-141.07,3.89450E-01,74.87
-120.00,225.00,-0.77,-5.05,0.61,0.31606,-28.04,RIGHT,7.09795E-01,-117.83,4.33469E-01,102.41
-115.00,225.00,0.09,-4.29,1.44,0.34739,-26.81,RIGHT,7.83165E-01,-95.06,4.73013E-01,129.41
-110.00,225.00,0.75,-3.69,2.09,0.37734,-25.55,RIGHT,8.45522E-01,-72.60,5.06762E-01,155.91
-105.00,225.00,1.23,-3.24,2.56,0.40586,-24.33,RIGHT,8.93278E-01,-50.42,5.33793E-01,-178.11
-100.00,225.00,1.52,-2.93,2.85,0.43332,-23.22,RIGHT,9.23250E-01,-28.54,5.53482E-01,-152.72
-95.00,225.00,1.61,-2.74,2.97,0.46058,-22.31,RIGHT,9.32904E-01,-7.06,5.65438E-01,-128.05
-90.00,225.00,1.49,-2.68,2.90,0.48886,-21.68,RIGHT,9.20660E-01,13.87,5.69446E-01,-104.25
-85.00,225.00,1.16,-2.74,2.64,0.51973,-21.42,RIGHT,8.86186E-01,34.05,5.65438E-01,-81.48
-80.00,225.00,0.60,-2.93,2.19,0.55502,-21.65,RIGHT,8.30618E-01,53.22,5.53482E-01,-59.93
-75.00,225.00,-0.21,-3.24,1.54,0.59684,-22.52,RIGHT,7.56637E-01,71.09,5.33792E-01,-39.80
-70.00,225.00,-1.29,-3.69,0.68,0.64747,-24.36,RIGHT,6.68380E-01,87.30,5.06761E-01,-21.33
-65.00,225.00,-2.65,-4.29,-0.39,0.70884,-27.87,RIGHT,5.71186E-01,101.42,4.73011E-01,-4.76
-60.00,225.00,-4.33,-5.05,-1.66,0.77975,-35.02,RIGHT,4.71163E-01,112.89,4.33467E-01,9.60
-55.00,225.00,-6.32,-5.98,-3.13,0.84065,-51.52,RIGHT,3.74629E-01,121.01,3.89448E-01,21.37
-50.00,225.00,-8.62,-7.09,-4.78,0.82254,-77.33,RIGHT,2.87428E-01,124.88,3.42790E-01,30.07
-45.00,225.00,-11.17,-8.36,-6.53,0.72244,87.44,RIGHT,2.14151E-01,123.36,2.96012E-01,35.05
-40.00,225.00,-13.85,-9.74,-8.32,0.60120,79.99,RIGHT,1.57342E-01,115.21,2.52524E-01,35.51
-35.00,225.00,-16.41,-11.07,-9.96,0.47864,75.39,RIGHT,1.17203E-01,99.20,2.16723E-01,30.65
-30.00,225.00,-18.41,-12.06,-11.16,0.35540,71.75,RIGHT,9.31108E-02,74.24,1.93373E-01,20.41
-25.00,225.00,-19.01,-12.43,-11.57,0.23378,67.76,RIGHT,8.68956E-02,41.67,1.85308E-01,6.45
-20.00,225.00,-17.73,-12.18,-11.11,0.13030,62.85,RIGHT,1.00709E-01,9.64,1.90724E-01,-8.44
-15.00,225.00,-15.50,-11.60,-10.11,0.05931,57.56,RIGHT,1.30137E-01,-15.04,2.04016E-01,-22.53
-10.00,225.00,-13.31,-10.97,-8.97,0.01943,52.65,RIGHT,1.67433E-01,-33.50,2.19313E-01,-35.81
-5.00,225.00,-11.51,-10.46,-7.94,0.00219,48.44,RIGHT,2.06114E-01,-48.72,2.32519E-01,-48.98
0.00,225.00,-10.13,-10.13,-7.12,0.00000,45.00,LINEAR,2.41414E-01,-62.74,2.41414E-01,-62.74
-180.00,230.00,-9.44,-10.96,-7.12,0.00000,-40.00,LINEAR,2.61534E-01,-57.11,2.19453E-01,122.89
-175.00,230.00,-8.92,-11.25,-6.92,0.00118,-37.40,RIGHT,2.77551E-01,-42.85,2.12219E-01,137.30
-170.00,230.00,-8.67,-11.70,-6.91,0.00971,-35.19,RIGHT,2.85827E-01,-26.33,2.01549E-01,154.85
-165.00,230.00,-8.62,-12.27,-7.06,0.02431,-33.30,RIGHT,2.87358E-01,-7.04,1.88871E-01,176.00
-160.00,230.00,-8.68,-12.84,-7.27,0.04442,-31.71,RIGHT,2.85422E-01,15.51,1.76713E-01,-158.81
-155.00,230.00,-8.67,-13.25,-7.37,0.06946,-30.41,RIGHT,2.85683E-01,41.46,1.68703E-01,-129.46
-150.00,230.00,-8.39,-13.24,-7.16,0.09782,-29.44,RIGHT,2.95129E-01,70.17,1.68761E-01,-96.83
-145.00,230.00,-7.70,-12.72,-6.52,0.12681,-28.74,RIGHT,3.19307E-01,100.08,1.79258E-01,-62.92
-140.00,230.00,-6.67,-11.78,-5.51,0.15462,-28.16,RIGHT,3.59542E-01,129.43,1.99633E-01,-29.73
-135.00,230.00,-5.47,-10.66,-4.32,0.18135,-27.56,RIGHT,4.12919E-01,157.27,2.27115E-01,1.84
-130.00,230.00,-4.26,-9.54,-3.14,0.20772,-26.87,RIGHT,4.74471E-01,-176.47,2.58409E-01,31.83
-125.00,230.00,-3.16,-8.52,-2.05,0.23406,-26.09,RIGHT,5.39025E-01,-151.49,2.90670E-01,60.59
-120.00,230.00,-2.20,-7.64,-1.11,0.26027,-25.24,RIGHT,6.01917E-01,-127.42,3.21722E-01,88.48
-115.00,230.00,-1.41,-6.91,-0.33,0.28609,-24.35,RIGHT,6.59057E-01,-103.98,3.49972E-01,115.69
-110.00,230.00,-0.80,-6.33,0.27,0.31140,-23.47,RIGHT,7.06837E-01,-81.02,3.74282E-01,142.33
-105.00,230.00,-0.38,-5.88,0.70,0.33630,-22.65,RIGHT,7.42093E-01,-58.46,3.93858E-01,168.39
-100.00,230.00,-0.15,-5.57,0.95,0.36122,-21.95,RIGHT,7.62178E-01,-36.33,4.08167E-01,-166.18
-95.00,230.00,-0.11,-5.39,1.01,0.38694,-21.42,RIGHT,7.65141E-01,-14.72,4.16875E-01,-141.49
-90.00,230.00,-0.29,-5.33,0.90,0.41455,-21.14,RIGHT,7.49942E-01,6.22,4.19797E-01,-117.68
-85.00,230.00,-0.68,-5.39,0.58,0.44548,-21.17,RIGHT,7.16670E-01,26.30,4.16875E-01,-94.91
-80.00,230.00,-1.31,-5.57,0.07,0.48151,-21.59,RIGHT,6.66677E-01,45.24,4.08167E-01,-73.38
-75.00,230.00,-2.19,-5.88,-0.64,0.52482,-22.52,RIGHT,6.02601E-01,62.74,3.93857E-01,-53.30
-70.00,230.00,-3.33,-6.33,-1.57,0.57803,-24.19,RIGHT,5.28246E-01,78.39,3.74280E-01,-34.90
-65.00,230.00,-4.76,-6.91,-2.69,0.64412,-27.03,RIGHT,4.48309E-01,91.72,3.49971E-01,-18.47
-60.00,230.00,-6.47,-7.64,-4.01,0.72515,-32.28,RIGHT,3.67978E-01,102.11,3.21721E-01,-4.34
-55.00,230.00,-8.47,-8.52,-5.49,0.81398,-44.17,RIGHT,2.92390E-01,108.80,2.90669E-01,7.09
-50.00,230.00,-10.71,-9.54,-7.08,0.84735,-72.13,RIGHT,2.25994E-01,110.86,2.58408E-01,15.31
-45.00,230.00,-13.09,-10.66,-8.70,0.75416,85.76,RIGHT,1.71838E-01,107.28,2.27115E-01,19.69
-40.00,230.00,-15.44,-11.78,-10.23,0.61988,76.68,RIGHT,1.31064E-01,97.06,1.99633E-01,19.62
-35.00,230.00,-17.49,-12.72,-11.47,0.48098,71.62,RIGHT,1.03475E-01,79.25,1.79259E-01,14.80
-30.00,230.00,-18.71,-13.24,-12.16,0.34195,67.41,RIGHT,8.99892E-02,53.45,1.68764E-01,5.94
-25.00,230.00,-18.34,-13.25,-12.07,0.21343,62.64,RIGHT,9.38795E-02,23.56,1.68707E-01,-5.16
-20.00,230.00,-16.55,-12.84,-11.30,0.11367,57.21,RIGHT,1.15302E-01,-2.47,1.76717E-01,-16.67
-15.00,230.00,-14.34,-12.27,-10.17,0.04986,51.83,RIGHT,1.48665E-01,-21.97,1.88874E-01,-27.85
-10.00,230.00,-12.33,-11.70,-9.00,0.01568,47.08,RIGHT,1.87425E-01,-37.10,2.01552E-01,-38.90
-5.00,230.00,-10.69,-11.25,-7.95,0.00150,43.15,RIGHT,2.26354E-01,-50.20,2.12222E-01,-50.37
0.00,230.00,-9.44,-10.96,-7.12,0.00000,40.00,LINEAR,2.61536E-01,-62.74,2.19455E-01,-62.74
-180.00,235.00,-8.86,-11.95,-7.12,0.00000,-35.00,LINEAR,2.79665E-01,-57.11,1.95824E-01,122.89
-175.00,235.00,-8.36,-12.21,-6.86,0.00066,-32.70,RIGHT,2.96219E-01,-44.28,1.90159E-01,135.81
-170.00,235.00,-8.09,-12.59,-6.77,0.00713,-30.76,RIGHT,3.05588E-01,-29.34,1.81872E-01,151.59
-165.00,235.00,-8.01,-13.09,-6.83,0.01831,-29.11,RIGHT,3.08417E-01,-11.94,1.71831E-01,170.53
-160.00,235.00,-8.05,-13.63,-6.99,0.03370,-27.71,RIGHT,3.06843E-01,8.20,1.61501E-01,-167.11
-155.00,235.00,-8.12,-14.10,-7.14,0.05294,-26.55,RIGHT,3.04517E-01,31.25,1.52934E-01,-141.19
-150.00,235.00,-8.07,-14.36,-7.15,0.07534,-25.62,RIGHT,3.06152E-01,56.98,1.48487E-01,-112.02
-145.00,235.00,-7.79,-14.26,-6.91,0.09938,-24.92,RIGHT,3.16278E-01,84.63,1.50095E-01,-80.66
-140.00,235.00,-7.22,-13.80,-6.36,0.12326,-24.39,RIGHT,3.37505E-01,113.01,1.58368E-01,-48.58
-135.00,235.00,-6.44,-13.06,-5.58,0.14602,-23.94,RIGHT,3.69501E-01,141.05,1.72348E-01,-17.04
-130.00,235.00,-5.54,-12.21,-4.70,0.16773,-23.47,RIGHT,4.09486E-01,168.12,1.90133E-01,13.41
-125.00,235.00,-4.66,-11.36,-3.82,0.18885,-22.96,RIGHT,4.53530E-01,-165.87,2.09681E-01,42.73
-120.00,235.00,-3.85,-10.58,-3.02,0.20972,-22.40,RIGHT,4.97562E-01,-140.81,2.29250E-01,71.09
-115.00,235.00,-3.18,-9.92,-2.34,0.23048,-21.83,RIGHT,5.37836E-01,-116.51,2.47502E-01,98.68
-110.00,235.00,-2.66,-9.37,-1.82,0.25131,-21.28,RIGHT,5.71060E-01,-92.85,2.63465E-01,125.57
-105.00,235.00,-2.31,-8.96,-1.46,0.27246,-20.80,RIGHT,5.94450E-01,-69.74,2.76457E-01,151.81
-100.00,235.00,-2.14,-8.66,-1.27,0.29442,-20.44,RIGHT,6.05801E-01,-47.22,2.86020E-01,177.35
-95.00,235.00,-2.17,-8.49,-1.26,0.31795,-20.24,RIGHT,6.03618E-01,-25.36,2.91863E-01,-157.90
-90.00,235.00,-2.41,-8.43,-1.44,0.34407,-20.24,RIGHT,5.87260E-01,-4.32,2.93827E-01,-134.07
-85.00,235.00,-2.87,-8.49,-1.82,0.37414,-20.51,RIGHT,5.57074E-01,15.69,2.91863E-01,-111.33
-80.00,235.00,-3.56,-8.66,-2.39,0.40992,-21.09,RIGHT,5.14463E-01,34.41,2.86020E-01,-89.86
-75.00,235.00,-4.50,-8.96,-3.17,0.45367,-22.08,RIGHT,4.61852E-01,51.49,2.76457E-01,-69.88
-70.00,235.00,-5.69,-9.37,-4.14,0.50830,-23.62,RIGHT,4.02540E-01,66.51,2.63464E-01,-51.66
-65.00,235.00,-7.15,-9.92,-5.31,0.57746,-25.95,RIGHT,3.40426E-01,78.94,2.47501E-01,-35.49
-60.00,235.00,-8.86,-10.58,-6.63,0.66519,-29.76,RIGHT,2.79610E-01,88.14,2.29249E-01,-21.72
-55.00,235.00,-10.79,-11.36,-8.05,0.77271,-37.48,RIGHT,2.23889E-01,93.36,2.09680E-01,-10.77
-50.00,235.00,-12.87,-12.21,-9.52,0.86678,-61.21,RIGHT,1.76168E-01,93.79,1.90133E-01,-3.11
-45.00,235.00,-14.99,-13.06,-10.91,0.79802,85.15,RIGHT,1.37997E-01,88.62,1.72349E-01,0.81
-40.00,235.00,-16.98,-13.80,-12.09,0.64175,73.72,RIGHT,1.09750E-01,76.91,1.58369E-01,0.77
-35.00,235.00,-18.49,-14.26,-12.87,0.47703,67.94,RIGHT,9.22340E-02,57.67,1.50097E-01,-2.93
-30.00,235.00,-18.83,-14.36,-13.03,0.31947,62.78,RIGHT,8.87184E-02,31.93,1.48490E-01,-9.25
-25.00,235.00,-17.60,-14.10,-12.49,0.18754,57.11,RIGHT,1.02221E-01,6.20,1.52937E-01,-16.89
-20.00,235.00,-15.50,-13.63,-11.45,0.09494,51.26,RIGHT,1.30098E-01,-13.87,1.61504E-01,-24.97
-15.00,235.00,-13.36,-13.09,-10.21,0.03993,45.91,RIGHT,1.66482E-01,-28.74,1.71835E-01,-33.32
-10.00,235.00,-11.51,-12.59,-9.01,0.01193,41.43,RIGHT,2.06103E-01,-40.78,1.81874E-01,-42.16
-5.00,235.00,-10.01,-12.21,-7.96,0.00085,37.83,RIGHT,2.44867E-01,-51.76,1.90161E-01,-51.86
0.00,235.00,-8.86,-11.95,-7.12,0.00000,35.00,LINEAR,2.79668E-01,-62.74,1.95825E-01,-62.74
-180.00,240.00,-8.37,-13.14,-7.12,0.00000,-30.00,LINEAR,2.95668E-01,-57.11,1.70704E-01,122.89
-175.00,240.00,-7.88,-13.36,-6.80,0.00022,-28.01,RIGHT,3.12987E-01,-45.79,1.66468E-01,134.24
-170.00,240.00,-7.58,-13.69,-6.63,0.00485,-26.34,RIGHT,3.23777E-01,-32.48,1.60330E-01,148.22
